1 3.38558e-06 4.211e-06 1.79769e+308
2 3.35942e-06 4.16842e-06 4.211e-06
3 3.35809e-06 4.34662e-06 4.16842e-06
4 3.35234e-06 4.09891e-06 4.16842e-06
5 3.35892e-06 4.01797e-06 4.09891e-06
6 3.36684e-06 4.46005e-06 4.01797e-06
7 3.3389e-06 3.95071e-06 4.01797e-06
8 3.34607e-06 4.03464e-06 3.95071e-06
9 3.35107e-06 4.1357e-06 3.95071e-06
10 3.35394e-06 4.18567e-06 3.95071e-06
11 3.3521e-06 4.11971e-06 3.95071e-06
12 3.3525e-06 4.08977e-06 3.95071e-06
13 3.34473e-06 4.07696e-06 3.95071e-06
14 3.35026e-06 4.45117e-06 3.95071e-06
15 3.35143e-06 4.48447e-06 3.95071e-06
16 3.35313e-06 4.13736e-06 3.95071e-06
17 3.3481e-06 4.01144e-06 3.95071e-06
18 3.34377e-06 3.97881e-06 3.95071e-06
19 3.3395e-06 4.0183e-06 3.95071e-06
20 3.35067e-06 4.11501e-06 3.95071e-06
21 3.35132e-06 4.13939e-06 3.95071e-06
22 3.35935e-06 4.06576e-06 3.95071e-06
23 3.3533e-06 4.09512e-06 3.95071e-06
24 3.34542e-06 4.04266e-06 3.95071e-06
25 3.34448e-06 4.29614e-06 3.95071e-06
26 3.3427e-06 4.20921e-06 3.95071e-06
27 3.35071e-06 5.2864e-06 3.95071e-06
28 3.33306e-06 4.55151e-06 3.95071e-06
29 3.35899e-06 4.06633e-06 3.95071e-06
30 3.33715e-06 4.5194e-06 3.95071e-06
31 3.35581e-06 4.05587e-06 3.95071e-06
32 3.34786e-06 4.06803e-06 3.95071e-06
33 3.33658e-06 4.05003e-06 3.95071e-06
34 3.3562e-06 4.10533e-06 3.95071e-06
35 3.34271e-06 4.27487e-06 3.95071e-06
36 3.33727e-06 4.03843e-06 3.95071e-06
37 3.3241e-06 4.23276e-06 3.95071e-06
38 3.35626e-06 4.52729e-06 3.95071e-06
39 3.3441e-06 4.08702e-06 3.95071e-06
40 3.3492e-06 4.15985e-06 3.95071e-06
41 3.34454e-06 4.20259e-06 3.95071e-06
42 3.33367e-06 4.16541e-06 3.95071e-06
43 3.3341e-06 4.00735e-06 3.95071e-06
44 3.33185e-06 4.06941e-06 3.95071e-06
45 3.34264e-06 4.15801e-06 3.95071e-06
46 3.35486e-06 4.00495e-06 3.95071e-06
47 3.3372e-06 4.07842e-06 3.95071e-06
48 3.33833e-06 4.06974e-06 3.95071e-06
49 3.34418e-06 4.10016e-06 3.95071e-06
50 3.34415e-06 4.1696e-06 3.95071e-06
51 3.34191e-06 4.09296e-06 3.95071e-06
52 3.32997e-06 4.079e-06 3.95071e-06
53 3.32319e-06 4.17089e-06 3.95071e-06
54 3.33617e-06 4.05624e-06 3.95071e-06
55 3.33845e-06 4.13798e-06 3.95071e-06
56 3.32677e-06 4.20132e-06 3.95071e-06
57 3.33432e-06 4.24412e-06 3.95071e-06
58 3.32707e-06 4.09377e-06 3.95071e-06
59 3.31606e-06 3.94306e-06 3.95071e-06
60 3.33848e-06 4.39214e-06 3.94306e-06
61 3.33551e-06 4.09455e-06 3.94306e-06
62 3.31737e-06 4.24373e-06 3.94306e-06
63 3.33278e-06 4.99677e-06 3.94306e-06
64 3.33071e-06 4.09327e-06 3.94306e-06
65 3.33574e-06 3.98777e-06 3.94306e-06
66 3.33188e-06 4.02896e-06 3.94306e-06
67 3.34743e-06 4.18412e-06 3.94306e-06
68 3.31621e-06 4.08552e-06 3.94306e-06
69 3.3331e-06 4.58312e-06 3.94306e-06
70 3.33342e-06 4.25718e-06 3.94306e-06
71 3.33785e-06 4.50429e-06 3.94306e-06
72 3.32065e-06 3.91448e-06 3.94306e-06
73 3.32489e-06 4.07549e-06 3.91448e-06
74 3.34245e-06 4.23822e-06 3.91448e-06
75 3.31964e-06 4.01078e-06 3.91448e-06
76 3.33025e-06 4.10379e-06 3.91448e-06
