1 1.59709 0.000714226 1.79769e+308
2 1.39553 0.00119422 0.000714226
3 0.00102299 0.000309306 0.000714226
4 0.0252106 0.000355998 0.000309306
5 0.0171114 0.000656769 0.000309306
6 0.0181033 0.000264037 0.000309306
7 0.000395922 0.000160315 0.000264037
8 0.0137774 0.000185414 0.000160315
9 0.0133686 9.97677e-05 0.000160315
10 0.0118967 0.000127798 9.97677e-05
11 0.0125308 0.000695184 9.97677e-05
12 0.000368327 0.0124861 9.97677e-05
13 0.0151336 7.89405e-05 9.97677e-05
14 0.0126839 8.76256e-05 7.89405e-05
15 0.0122384 0.000191618 7.89405e-05
16 0.000532895 0.000120363 7.89405e-05
17 0.00959047 6.08868e-05 7.89405e-05
18 0.00987537 7.12028e-05 6.08868e-05
19 0.0131495 0.000107037 6.08868e-05
20 0.0100928 8.9247e-05 6.08868e-05
21 0.0099094 0.000266668 6.08868e-05
22 0.0103929 0.000183061 6.08868e-05
23 0.000139855 7.06575e-05 6.08868e-05
24 0.00818569 5.96069e-05 6.08868e-05
25 0.0090193 8.26268e-05 5.96069e-05
26 0.00890392 0.000181227 5.96069e-05
27 0.000135666 0.00055681 5.96069e-05
28 0.00859115 6.4601e-05 5.96069e-05
29 0.00916126 4.77738e-05 5.96069e-05
30 0.00798578 4.69922e-05 4.77738e-05
31 0.00905038 5.9457e-05 4.69922e-05
32 0.00878393 7.7484e-05 4.69922e-05
33 0.00805985 0.000105315 4.69922e-05
34 0.000226824 9.64872e-05 4.69922e-05
35 0.00852696 5.04788e-05 4.69922e-05
36 0.00741839 6.20363e-05 4.69922e-05
37 0.00674318 7.4253e-05 4.69922e-05
38 0.000248462 4.37943e-05 4.69922e-05
39 0.0065809 6.65053e-05 4.37943e-05
40 0.00733647 4.21972e-05 4.37943e-05
41 0.00728685 8.90867e-05 4.21972e-05
42 0.00652897 0.000136849 4.21972e-05
43 0.000134424 0.0589263 4.21972e-05
44 0.00655367 7.52282e-05 4.21972e-05
45 0.000331938 3.40095e-05 4.21972e-05
46 0.0055889 5.27768e-05 3.40095e-05
47 0.0003011 3.94406e-05 3.40095e-05
48 0.000613477 0.000117626 3.40095e-05
49 0.00060418 0.000310727 3.40095e-05
50 0.000588035 3.65591e-05 3.40095e-05
51 0.000538136 0.000166018 3.40095e-05
52 0.000543522 3.58088e-05 3.40095e-05
53 0.00047781 0.00241282 3.40095e-05
54 0.000465958 3.44202e-05 3.40095e-05
55 0.000449273 3.71116e-05 3.40095e-05
56 0.000417095 2.61489e-05 3.40095e-05
57 0.000387621 2.90038e-05 2.61489e-05
58 0.000479455 9.43703e-05 2.61489e-05
59 0.000314482 2.95859e-05 2.61489e-05
60 0.000352527 0.0011689 2.61489e-05
61 0.000348235 0.000295328 2.61489e-05
62 0.0003352 5.41461e-05 2.61489e-05
63 0.000328822 3.97974e-05 2.61489e-05
64 0.000318852 2.76941e-05 2.61489e-05
65 0.000310663 2.41593e-05 2.61489e-05
66 0.000305799 4.35708e-05 2.41593e-05
67 0.000302689 2.66509e-05 2.41593e-05
68 0.000294182 7.80055e-05 2.41593e-05
69 0.000288483 4.66463e-05 2.41593e-05
70 0.000292408 3.61457e-05 2.41593e-05
71 0.000282814 0.00103876 2.41593e-05
72 0.000277912 0.000202214 2.41593e-05
73 0.000276032 3.34628e-05 2.41593e-05
74 0.000273348 0.00110934 2.41593e-05
75 0.000267688 7.85525e-05 2.41593e-05
