1 0.0454163 0.000368031 1.79769e+308 1.79769e+308 inf inf
2 0.0409637 0.0129942 1.79769e+308 1.79769e+308 inf inf
3 0.00290083 0.000320804 0.0129942 1.79769e+308 71.5312 inf
4 0.00104582 0.000140296 0.000320804 1.79769e+308 11.2393 inf
5 0.000948016 0.000274035 0.000140296 1.79769e+308 7.43262 inf
6 0.000869745 0.000127359 0.000140296 1.79769e+308 7.43262 inf
7 0.000824233 0.000436329 0.000127359 1.79769e+308 7.08165 inf
8 0.000772652 0.000106858 0.000127359 1.79769e+308 7.08165 inf
9 0.000747395 0.000219151 0.000106858 1.79769e+308 6.4867 inf
10 0.000693245 7.68121e-05 0.000106858 1.79769e+308 6.4867 inf
11 0.000662704 0.000104908 7.68121e-05 1.79769e+308 5.49965 inf
12 0.000640051 0.000283525 7.68121e-05 1.79769e+308 5.49965 inf
13 0.000609596 0.00011777 7.68121e-05 1.79769e+308 5.49965 inf
14 0.000591895 0.00793014 7.68121e-05 1.79769e+308 5.49965 inf
15 0.000620592 9.10589e-05 7.68121e-05 1.79769e+308 5.49965 inf
16 0.000551532 6.89514e-05 7.68121e-05 1.79769e+308 5.49965 inf
17 0.000541301 5.16706e-05 6.89514e-05 1.79769e+308 5.21065 inf
18 0.000531976 5.72677e-05 5.16706e-05 1.79769e+308 4.51068 inf
19 0.000514828 0.00048352 5.16706e-05 1.79769e+308 4.51068 inf
20 0.000518763 0.00011163 5.16706e-05 1.79769e+308 4.51068 inf
21 0.000497515 7.15941e-05 5.16706e-05 1.79769e+308 4.51068 inf
22 0.000488849 0.000236442 5.16706e-05 1.79769e+308 4.51068 inf
23 0.000493866 0.000536031 5.16706e-05 1.79769e+308 4.51068 inf
24 0.000479989 0.00013815 5.16706e-05 1.79769e+308 4.51068 inf
25 0.000473993 0.000344514 5.16706e-05 1.79769e+308 4.51068 inf
26 0.00045484 0.000228204 5.16706e-05 1.79769e+308 4.51068 inf
27 0.000460662 0.000122533 5.16706e-05 1.79769e+308 4.51068 inf
28 0.000463146 6.40247e-05 5.16706e-05 1.79769e+308 4.51068 inf
29 0.000440721 0.000461033 5.16706e-05 1.79769e+308 4.51068 inf
30 0.000441302 7.05938e-05 5.16706e-05 1.79769e+308 4.51068 inf
31 0.000425318 0.000168973 5.16706e-05 1.79769e+308 4.51068 inf
32 0.000419253 4.92361e-05 5.16706e-05 1.79769e+308 4.51068 inf
33 0.000425086 7.65322e-05 4.92361e-05 1.79769e+308 4.40314 inf
34 0.000420654 9.22179e-05 4.92361e-05 1.79769e+308 4.40314 inf
35 0.000415108 0.00089484 4.92361e-05 1.79769e+308 4.40314 inf
36 0.000408573 0.000358205 4.92361e-05 1.79769e+308 4.40314 inf
37 0.000412556 3.84101e-05 4.92361e-05 1.79769e+308 4.40314 inf
38 0.000399387 0.000403209 3.84101e-05 1.79769e+308 3.88905 inf
39 0.000402188 0.000431993 3.84101e-05 1.79769e+308 3.88905 inf
40 0.00040106 0.000141429 3.84101e-05 1.79769e+308 3.88905 inf
41 0.000393747 0.000183168 3.84101e-05 1.79769e+308 3.88905 inf
42 0.00039477 0.000186921 3.84101e-05 1.79769e+308 3.88905 inf
43 0.000395361 9.38227e-05 3.84101e-05 1.79769e+308 3.88905 inf
44 0.000390247 3.61862e-05 3.84101e-05 1.79769e+308 3.88905 inf
45 0.000385695 0.000124298 3.61862e-05 1.79769e+308 3.77478 inf
46 0.000392134 3.61662e-05 3.61862e-05 1.79769e+308 3.77478 inf
47 0.000381802 0.000970855 3.61862e-05 1.79769e+308 3.77478 inf
48 0.000379531 0.000130941 3.61862e-05 1.79769e+308 3.77478 inf
49 0.000374342 3.86127e-05 3.61862e-05 1.79769e+308 3.77478 inf
50 0.000377854 0.000107075 3.61862e-05 1.79769e+308 3.77478 inf
51 0.000372266 5.49009e-05 3.61862e-05 1.79769e+308 3.77478 inf
52 0.000374973 7.68422e-05 3.61862e-05 1.79769e+308 3.77478 inf
53 0.000363355 0.000397795 3.61862e-05 1.79769e+308 3.77478 inf
54 0.000381778 0.000749833 3.61862e-05 1.79769e+308 3.77478 inf
55 0.000350978 0.0010913 3.61862e-05 1.79769e+308 3.77478 inf
56 0.000360615 9.99668e-05 3.61862e-05 1.79769e+308 3.77478 inf
57 0.00036002 6.49145e-05 3.61862e-05 1.79769e+308 3.77478 inf
58 0.000360655 0.000297572 3.61862e-05 1.79769e+308 3.77478 inf
59 0.00035333 4.19838e-05 3.61862e-05 1.79769e+308 3.77478 inf
60 0.000354928 6.07117e-05 3.61862e-05 1.79769e+308 3.77478 inf
61 0.000355848 0.000191431 3.61862e-05 1.79769e+308 3.77478 inf
62 0.000352275 3.47616e-05 3.61862e-05 1.79769e+308 3.77478 inf
63 0.000348467 0.000110039 3.47616e-05 1.79769e+308 3.69973 inf
64 0.000348259 9.78355e-05 3.47616e-05 1.79769e+308 3.69973 inf
65 0.000360072 4.1176e-05 3.47616e-05 1.79769e+308 3.69973 inf
66 0.000350017 9.30401e-05 3.47616e-05 1.79769e+308 3.69973 inf
67 0.000329136 0.00147856 3.47616e-05 1.79769e+308 3.69973 inf
68 0.000340196 9.60652e-05 3.47616e-05 1.79769e+308 3.69973 inf
69 0.000338347 0.0022676 3.47616e-05 1.79769e+308 3.69973 inf
70 0.000332083 0.000124422 3.47616e-05 1.79769e+308 3.69973 inf
71 0.000333037 4.73689e-05 3.47616e-05 1.79769e+308 3.69973 inf
72 0.000334844 9.5023e-05 3.47616e-05 1.79769e+308 3.69973 inf
73 0.000318382 0.00108033 3.47616e-05 1.79769e+308 3.69973 inf
74 0.000335637 0.000159759 3.47616e-05 1.79769e+308 3.69973 inf
75 0.000334175 7.03079e-05 3.47616e-05 1.79769e+308 3.69973 inf
76 0.000323846 4.28286e-05 3.47616e-05 1.79769e+308 3.69973 inf
77 0.000320527 0.000123679 3.47616e-05 1.79769e+308 3.69973 inf
78 0.000325143 4.01661e-05 3.47616e-05 1.79769e+308 3.69973 inf
79 0.000321565 3.99295e-05 3.47616e-05 1.79769e+308 3.69973 inf
80 0.0003256 5.77646e-05 3.47616e-05 1.79769e+308 3.69973 inf
81 0.000320422 4.46507e-05 3.47616e-05 1.79769e+308 3.69973 inf
82 0.000317967 5.83143e-05 3.47616e-05 1.79769e+308 3.69973 inf
83 0.000333057 3.01596e-05 3.47616e-05 1.79769e+308 3.69973 inf
84 0.000301396 6.33225e-05 3.01596e-05 1.79769e+308 3.44614 inf
85 0.000313161 0.000645789 3.01596e-05 1.79769e+308 3.44614 inf
86 0.0003198 6.49407e-05 3.01596e-05 1.79769e+308 3.44614 inf
87 0.000321529 5.64038e-05 3.01596e-05 1.79769e+308 3.44614 inf
88 0.000320586 0.000221218 3.01596e-05 1.79769e+308 3.44614 inf
89 0.000309531 4.28966e-05 3.01596e-05 1.79769e+308 3.44614 inf
90 0.000312269 5.88676e-05 3.01596e-05 1.79769e+308 3.44614 inf
91 0.000310023 0.000554586 3.01596e-05 1.79769e+308 3.44614 inf
